Transaction Date,Post Date,Description,Category,Type,Amount,Memo
04/26/2025,04/27/2025,KROGER #628,Groceries,Sale,-14.22,
04/25/2025,04/27/2025,FOOD LION #1362,Groceries,Sale,-313.63,
04/24/2025,04/27/2025,LOOPE POOL AND SPA  LLC,Home,Sale,-17.55,
04/26/2025,04/27/2025,SXM*SIRIUSXM.COM/ACCT,Bills & Utilities,Sale,-27.42,
04/25/2025,04/27/2025,PY *Urbanex Pest Control,Home,Sale,-150.12,
04/25/2025,04/27/2025,Rocky Top Waffles,Food & Drink,Sale,-99.00,
04/25/2025,04/25/2025,EL JIMADOR MEXICAN GRILL,Food & Drink,Sale,-41.28,
04/24/2025,04/25/2025,SONIC DRIVE IN #2573,Food & Drink,Sale,-16.00,
04/24/2025,04/25/2025,WALGREENS #15906,Health & Wellness,Sale,-54.85,
04/24/2025,04/25/2025,BELK #683 FOOTHILLS,Shopping,Sale,-66.73,
04/24/2025,04/25/2025,Amazon.com*XJ14H27S3,Shopping,Sale,-18.63,
04/24/2025,04/25/2025,PARIS NAIL SPA INC,Personal,Sale,-90.90,
04/23/2025,04/24/2025,WALGREENS #15906,Health & Wellness,Sale,-23.56,
04/23/2025,04/24/2025,PANDA EXPRESS 2908,Food & Drink,Sale,-29.00,
04/22/2025,04/24/2025,ZAXBY'S #15001,Food & Drink,Sale,-34.46,
04/23/2025,04/24/2025,AMAZON MKTPL*VX4RH6373,Shopping,Sale,-93.18,
04/21/2025,04/24/2025,ISTORAGE 8333,Home,Sale,-280.00,
04/23/2025,04/24/2025,WAL-MART #672,Groceries,Sale,-11.91,
04/22/2025,04/23/2025,SSP*Pickleville LLC,Entertainment,Sale,-42.80,
04/22/2025,04/23/2025,MCALISTER'S 1225,Food & Drink,Sale,-29.65,
04/22/2025,04/23/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
04/22/2025,04/22/2025,AMAZON MKTPL*PL5SS53L3,Shopping,Sale,-15.35,
04/21/2025,04/22/2025,SEYMOUR CHIROPRACTIC CL,Health & Wellness,Sale,-18.00,
04/21/2025,04/22/2025,WALMART.COM,Shopping,Sale,-147.53,
04/21/2025,04/22/2025,SEYMOUR CHIROPRACTIC CL,Health & Wellness,Sale,-40.00,
04/20/2025,04/22/2025,BURGER KING #9977,Food & Drink,Sale,-13.15,
04/19/2025,04/22/2025,HOBBY LOBBY #282,Shopping,Return,76.72,
04/21/2025,04/22/2025,BP#1202000PLANTATION MAR,Gas,Sale,-11.15,
04/20/2025,04/22/2025,THE HOME DEPOT 724,Home,Sale,-29.22,
04/18/2025,04/21/2025,The Abbey at the Heartlan,Food & Drink,Sale,-74.41,
04/20/2025,04/21/2025,AMAZON MKTPL*F97T57IF3,Shopping,Sale,-98.76,
04/19/2025,04/21/2025,FIVE GUYS TN 0279 ECOMM,Food & Drink,Sale,-31.82,
04/20/2025,04/21/2025,CHEESECAKE 0166 ONEDINE,Food & Drink,Sale,-109.19,
04/20/2025,04/21/2025,4TE*CITY OF ALCOA LANDFIL,Bills & Utilities,Sale,-15.60,
04/19/2025,04/21/2025,ULTA #631,Shopping,Sale,-66.91,
04/19/2025,04/20/2025,TOTAL WINE AND MORE,Food & Drink,Sale,-527.17,
04/19/2025,04/20/2025,SQ *CRUZE FARM ICE CREAM,Food & Drink,Sale,-600.87,
04/17/2025,04/20/2025,FOOD LION #1362,Groceries,Sale,-78.48,
04/18/2025,04/20/2025,MMS-UNIV OF TENNESSEE,Food & Drink,Sale,-9.68,
04/20/2025,04/20/2025,RURALKING.COM,Shopping,Sale,-46.06,
04/18/2025,04/20/2025,WASHINGTON-CLEANERS,Personal,Sale,-4.65,
04/18/2025,04/20/2025,GROW,Personal,Sale,-240.00,
04/18/2025,04/20/2025,IL MAKIAGE MAKEUP,Shopping,Sale,-81.22,
04/17/2025,04/18/2025,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-21.95,
04/17/2025,04/18/2025,SUNSPOT,Food & Drink,Sale,-85.01,
04/18/2025,04/18/2025,AMAZON MKTPL*QK9ZZ7LG3,Shopping,Sale,-38.89,
04/17/2025,04/18/2025,ATT*BILL PAYMENT,Bills & Utilities,Sale,-117.68,
04/17/2025,04/18/2025,GIGIS PLAYHOUSE INC,Gifts & Donations,Sale,-51.80,
04/15/2025,04/17/2025,WOKCHOW FIRE SEARED ASIAN,Food & Drink,Sale,-90.03,
04/16/2025,04/17/2025,SP DOG IS HUMAN,Shopping,Sale,-60.08,
04/16/2025,04/17/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
04/16/2025,04/17/2025,BP#1202000PLANTATION MAR,Gas,Sale,-73.66,
04/17/2025,04/17/2025,PEACEFUL SIDE CRAFT KITC,Food & Drink,Sale,-66.70,
04/16/2025,04/17/2025,BP#1202000PLANTATION MAR,Gas,Sale,-11.15,
04/15/2025,04/16/2025,Prime Video Channels,Shopping,Sale,-14.22,
04/14/2025,04/16/2025,BLAZE PIZZA #1296,Food & Drink,Sale,-55.91,
04/14/2025,04/16/2025,MMS-UNIV OF TENNESSEE,Food & Drink,Sale,-9.68,
04/15/2025,04/16/2025,SP LOGO BRANDS,Shopping,Sale,-27.74,
04/15/2025,04/16/2025,EXXON EZ STOP #03,Gas,Sale,-45.64,
04/15/2025,04/16/2025,BRUSTER'S #366,Food & Drink,Sale,-9.43,
04/14/2025,04/16/2025,LOOPE POOL AND SPA  LLC,Home,Sale,-81.19,
04/14/2025,04/15/2025,TST*SILVIAS MEXICAN RES,Food & Drink,Sale,-38.36,
04/14/2025,04/15/2025,PETLABCO,Shopping,Sale,-10.92,
04/13/2025,04/15/2025,ARBYS 0270,Food & Drink,Sale,-10.98,
04/14/2025,04/15/2025,WAL-MART #672,Groceries,Sale,-96.47,
04/13/2025,04/14/2025,TCBY #01,Food & Drink,Sale,-15.69,
04/12/2025,04/14/2025,PMUSA 144051 UNIVERSIT,Travel,Sale,-2.85,
04/11/2025,04/14/2025,KRYSTAL- CHNF14,Food & Drink,Sale,-11.83,
04/13/2025,04/14/2025,BURGER KING #23952,Food & Drink,Sale,-11.09,
04/13/2025,04/14/2025,LEARNDOBECOME.COM,Professional Services,Sale,-25.00,
04/12/2025,04/14/2025,PUBLIX #1075,Groceries,Sale,-18.41,
04/12/2025,04/14/2025,HOBBY LOBBY #282,Shopping,Sale,-254.05,
04/13/2025,04/14/2025,TEXACO 0384020,Gas,Sale,-63.56,
04/13/2025,04/14/2025,EARTHBREEZE.COM,Personal,Sale,-12.00,
04/13/2025,04/13/2025,Payment Thank You-Mobile,,Payment,3000.00,
04/12/2025,04/13/2025,GUTHRIES - TUSCALOOSA AL,Food & Drink,Sale,-26.26,
04/11/2025,04/13/2025,VIOC 040102,Automotive,Sale,-104.24,
04/11/2025,04/13/2025,EXXON GA0105,Gas,Sale,-5.76,
04/11/2025,04/13/2025,Amazon Digit*L55MJ87H3,Shopping,Sale,-13.14,
04/10/2025,04/13/2025,MMS-UNIV OF TENNESSEE,Food & Drink,Sale,-9.68,
04/12/2025,04/13/2025,UA SUPPLY ST2053480562,Education,Sale,-1020.66,
04/11/2025,04/13/2025,BURGER KING #9977,Food & Drink,Sale,-7.89,
04/11/2025,04/13/2025,BP#1202000PLANTATION MAR,Gas,Sale,-69.78,
04/12/2025,04/13/2025,CHUCKS FISH TUSCALOOS,Food & Drink,Sale,-172.29,
04/12/2025,04/13/2025,UA CORNERSUPE2053480562,Education,Sale,-37.40,
04/11/2025,04/13/2025,WAL-MART #715,Groceries,Sale,-113.15,
03/23/2025,04/11/2025,lightinthebox.com,Shopping,Return,19.99,
04/10/2025,04/11/2025,WALMART.COM,Shopping,Sale,-75.63,
04/10/2025,04/11/2025,WALMART.COM,Shopping,Sale,-5.93,
04/10/2025,04/11/2025,WALMART.COM,Shopping,Sale,-17.02,
04/10/2025,04/11/2025,WALMART.COM,Shopping,Sale,-10.52,
04/10/2025,04/11/2025,FOOD LION #1362,Groceries,Sale,-43.63,
04/10/2025,04/11/2025,WALMART.COM,Shopping,Sale,-11.02,
04/10/2025,04/11/2025,AIRBNB * HM33QE3N8E,Travel,Sale,-752.48,
04/10/2025,04/11/2025,PUBLIX SUPERMARKETS #1416,Groceries,Sale,-5.45,
04/10/2025,04/11/2025,WAL-MART #2932,Groceries,Sale,-35.18,
04/08/2025,04/10/2025,MMS-UNIV OF TENNESSEE,Food & Drink,Sale,-9.68,
04/09/2025,04/10/2025,Prime Video Channels,Shopping,Sale,-4.37,
04/10/2025,04/10/2025,FACTOR75,Groceries,Sale,-126.11,
04/09/2025,04/10/2025,SQ *DARLIN DOGGIE DO'S,Professional Services,Sale,-228.00,
04/08/2025,04/09/2025,PetSmart,Shopping,Sale,-81.32,
04/07/2025,04/09/2025,ZAXBY'S #15001,Food & Drink,Sale,-31.58,
04/07/2025,04/09/2025,LOOPE POOL AND SPA  LLC,Home,Sale,-65.85,
04/07/2025,04/08/2025,I3B*BLOUNT TN CLERK,Bills & Utilities,Sale,-26.59,
04/07/2025,04/08/2025,AMAZON MKTPL*8R6SA6HR3,Shopping,Sale,-45.29,
04/07/2025,04/08/2025,AMAZON MKTPL*VW9H20A03,Shopping,Sale,-32.31,
04/07/2025,04/08/2025,AMAZON MKTPL*B48WP2H73,Shopping,Sale,-40.87,
04/08/2025,04/08/2025,AMAZON MKTPL*KU7NW51U3,Shopping,Sale,-32.91,
04/07/2025,04/08/2025,AMAZON MKTPL*JC8488T03,Shopping,Sale,-47.18,
04/07/2025,04/07/2025,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-136.63,
04/06/2025,04/07/2025,AMAZON MKTPL*Z54I441D3,Shopping,Sale,-41.68,
04/04/2025,04/07/2025,LOOPE POOL AND SPA  LLC,Home,Sale,-50.47,
04/07/2025,04/07/2025,SP SHADY RAYS,Health & Wellness,Sale,-67.60,
04/06/2025,04/07/2025,SP ALOHA,Groceries,Sale,-51.09,
04/05/2025,04/06/2025,BRUSTER'S #366,Food & Drink,Sale,-23.15,
04/05/2025,04/06/2025,LOWES #02239*,Home,Sale,-29.19,
04/04/2025,04/06/2025,COOK OUT TURKEY CREEK,Food & Drink,Sale,-6.90,
04/05/2025,04/06/2025,MCDONALD'S F25187,Food & Drink,Sale,-20.14,
04/03/2025,04/06/2025,TST*CHAPULINE STREETACOS,Food & Drink,Sale,-14.34,
04/05/2025,04/06/2025,FOOD LION #1362,Groceries,Sale,-183.69,
04/04/2025,04/06/2025,SWEET FROG 300389,Food & Drink,Sale,-31.31,
04/05/2025,04/06/2025,SEYMOUR NUTRITION LLC,Groceries,Sale,-31.99,
04/05/2025,04/06/2025,LITTLE TOKYO CAFE,Food & Drink,Sale,-55.02,
04/04/2025,04/06/2025,CORNER 16 #118,Food & Drink,Sale,-105.22,
04/03/2025,04/06/2025,LOOPE POOL AND SPA  LLC,Home,Sale,-49.39,
04/03/2025,04/04/2025,HIBACHI FACTORY DTW,Food & Drink,Sale,-11.30,
04/03/2025,04/04/2025,EXXON EZ STOP #22,Gas,Sale,-43.70,
04/02/2025,04/04/2025,MMS-UNIV OF TENNESSEE,Food & Drink,Sale,-6.41,
04/03/2025,04/04/2025,DOLLAR GENERAL #17460,Shopping,Sale,-63.72,
04/02/2025,04/04/2025,LOOPE POOL AND SPA  LLC,Home,Sale,-333.67,
04/04/2025,04/04/2025,GOOGLE *YouTube TV,Shopping,Sale,-90.87,
04/03/2025,04/04/2025,APPLE.COM/BILL,Shopping,Sale,-32.91,
04/02/2025,04/03/2025,LAMON JEWELERS - MARYVILL,Shopping,Sale,-1589.51,
04/02/2025,04/03/2025,CHICK-FIL-A APP,Food & Drink,Sale,-10.00,
04/02/2025,04/03/2025,AUBREY'S MARYVILLE,Food & Drink,Sale,-49.71,
04/02/2025,04/03/2025,AMAZON MKTPL*NT8IR1B32,Shopping,Sale,-130.99,
04/02/2025,04/03/2025,WCI*WASTE CONN OF TN,Bills & Utilities,Sale,-86.17,
04/03/2025,04/03/2025,FACTOR75,Groceries,Sale,-126.11,
03/23/2025,04/03/2025,lightinthebox.com,Shopping,Return,20.00,
04/02/2025,04/02/2025,Payment Thank You-Mobile,,Payment,2700.00,
04/01/2025,04/02/2025,Amazon Digit*HZ8F62LY3,Shopping,Sale,-8.75,
04/01/2025,04/02/2025,MARKEL PERSONAL LINES,Bills & Utilities,Sale,-175.00,
03/31/2025,04/01/2025,AMAZON MKTPL*N39CM1V83,Shopping,Sale,-69.13,
03/31/2025,04/01/2025,AMAZON MKTPL*3G50L8JT3,Shopping,Sale,-402.12,
03/31/2025,04/01/2025,AMAZON MKTPL*8O26R9XE3,Shopping,Sale,-19.73,
03/31/2025,04/01/2025,PETLABCO,Shopping,Sale,-64.88,
04/01/2025,04/01/2025,AMAZON MKTPL*7Q27X0AT3,Shopping,Sale,-87.43,
03/30/2025,03/31/2025,AMAZON MKTPL*1U4VT8CY3,Shopping,Sale,-38.40,
03/30/2025,03/31/2025,Amazon.com*673OU6O23,Shopping,Sale,-33.56,
03/29/2025,03/31/2025,LOOPE POOL AND SPA  LLC,Home,Sale,-10.96,
03/30/2025,03/31/2025,AMAZON MKTPL*KX0OP3XY3,Shopping,Sale,-8.76,
03/29/2025,03/30/2025,Payment Thank You-Mobile,,Payment,11000.00,
03/29/2025,03/30/2025,PANDA EXPRESS 2908,Food & Drink,Sale,-39.00,
03/29/2025,03/30/2025,FOOD LION #1362,Groceries,Sale,-40.74,
03/28/2025,03/30/2025,MMS-UNIV OF TENNESSEE,Food & Drink,Sale,-9.68,
03/30/2025,03/30/2025,PEACEFUL SIDE CRAFT KITC,Food & Drink,Sale,-80.92,
03/29/2025,03/30/2025,PEACEFUL SIDE CRAFT KITC,Food & Drink,Sale,-15.65,
03/29/2025,03/30/2025,BP#1202000PLANTATION MAR,Gas,Sale,-93.17,
03/29/2025,03/30/2025,AMAZON MKTPL*Q780A5BB3,Shopping,Sale,-46.47,
03/29/2025,03/30/2025,BP#1202000PLANTATION MAR,Gas,Sale,-10.05,
03/29/2025,03/30/2025,APPLE.COM/BILL,Shopping,Sale,-40.33,
03/26/2025,03/28/2025,WM SUPERCENTER #672,Groceries,Return,24.01,
03/27/2025,03/28/2025,PAPA JOHN'S #0347,Food & Drink,Sale,-31.05,
03/26/2025,03/28/2025,ZAXBY'S #15001,Food & Drink,Sale,-31.58,
03/27/2025,03/28/2025,WALMART.COM,Shopping,Sale,-113.84,
03/27/2025,03/27/2025,FACTOR75,Groceries,Sale,-126.11,
03/25/2025,03/26/2025,THE BARN A* (2 OF 2 PA,Professional Services,Sale,-1950.00,
03/26/2025,03/26/2025,Il Makiage Makeup-Skin,Shopping,Sale,-6.47,
03/25/2025,03/26/2025,SEYMOUR CHIROPRACTIC CL,Health & Wellness,Sale,-40.00,
03/25/2025,03/26/2025,MAPLE CREE* (2 OF 2 PA,Professional Services,Sale,-2500.00,
03/26/2025,03/26/2025,IL MAKIAGE MAKEUP&amp;SKIN,Shopping,Sale,-39.51,
03/25/2025,03/26/2025,TikTok Shop,Shopping,Sale,-63.19,
03/24/2025,03/25/2025,AMAZON MKTPL*P98FQ2T53,Shopping,Sale,-13.16,
03/24/2025,03/25/2025,SQ *CRUZE FARM ICE CREAM,Food & Drink,Sale,-600.88,
03/21/2025,03/24/2025,ISTORAGE 8333,Home,Sale,-280.00,
03/23/2025,03/24/2025,FOOD LION #1362,Groceries,Sale,-66.69,
03/23/2025,03/24/2025,Amazon.com*DZ9LP4UU3,Shopping,Sale,-13.50,
03/22/2025,03/24/2025,STAMPEDE PIRATE HATFIELD,Entertainment,Sale,-342.48,
03/23/2025,03/24/2025,lightinthebox.com,Shopping,Sale,-59.77,
03/22/2025,03/24/2025,ROSS STORES #1117,Shopping,Sale,-16.45,
03/23/2025,03/24/2025,DOLLAR GENERAL #17460,Shopping,Sale,-3.29,
03/22/2025,03/24/2025,LAMON JEWELERS - MARYVILL,Shopping,Sale,-600.00,
03/22/2025,03/24/2025,BURGER KING #9977,Food & Drink,Sale,-8.66,
03/23/2025,03/24/2025,Audible*5T2R45X33,Bills & Utilities,Sale,-16.37,
03/24/2025,03/24/2025,AMAZON MKTPL*B07JG92Y3,Shopping,Sale,-17.45,
03/22/2025,03/23/2025,SSP*Pickleville LLC,Entertainment,Sale,-42.80,
03/21/2025,03/23/2025,WAL-MART #672,Groceries,Sale,-45.40,
03/21/2025,03/23/2025,CHICK-FIL-A #02847,Food & Drink,Sale,-57.91,
03/22/2025,03/23/2025,SQ *SOUTHERN TWIST NUTRIT,Food & Drink,Sale,-27.60,
03/21/2025,03/23/2025,SKYANDSOL 1,Groceries,Sale,-62.46,
03/22/2025,03/23/2025,PP*KINGDOM KUSTOM,Automotive,Sale,-1559.70,
03/21/2025,03/23/2025,KROGER #531,Groceries,Sale,-9.54,
03/20/2025,03/21/2025,BRUSTER'S #366,Food & Drink,Sale,-26.42,
03/19/2025,03/21/2025,GOODSTOP #4221,Gas,Sale,-43.78,
03/21/2025,03/21/2025,YOUNG LIVING,Shopping,Sale,-52.39,
03/19/2025,03/20/2025,FOOD LION #1467,Groceries,Sale,-207.00,
03/20/2025,03/20/2025,FACTOR75,Groceries,Sale,-126.11,
03/20/2025,03/20/2025,FACTOR75,Groceries,Sale,-14.26,
03/19/2025,03/20/2025,SQ *BLOSSOM BOWLS NORTHSH,Food & Drink,Sale,-14.06,
03/18/2025,03/19/2025,SOUTHERN CRA PRODUCT,Shopping,Sale,-109.81,
03/17/2025,03/18/2025,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-21.95,
03/16/2025,03/17/2025,CAZADORES MEXICAN RESTAUR,Food & Drink,Sale,-57.58,
03/16/2025,03/17/2025,WEIGELS #58 Q88,Gas,Sale,-33.26,
03/15/2025,03/17/2025,CADES COVE JEEP OUTPOST,Shopping,Sale,-2.66,
03/15/2025,03/17/2025,The Abbey at the Heartlan,Food & Drink,Sale,-58.08,
03/15/2025,03/17/2025,BURGER KING #9977,Food & Drink,Sale,-15.00,
03/16/2025,03/17/2025,AMAZON MKTPL*SH4LS5WB3,Shopping,Sale,-24.13,
03/15/2025,03/16/2025,Amazon.com*U296F6333,Shopping,Sale,-67.12,
03/15/2025,03/16/2025,PEACEFUL SIDE CRAFT KITC,Food & Drink,Sale,-23.11,
03/15/2025,03/16/2025,PEACEFUL SIDE CRAFT KITC,Food & Drink,Sale,-53.67,
03/15/2025,03/16/2025,APPLE VALLEY COUNTRY ELE,Shopping,Sale,-30.51,
03/15/2025,03/16/2025,PETLABCO,Shopping,Sale,-72.56,
03/15/2025,03/16/2025,Prime Video Channels,Shopping,Sale,-14.22,
03/13/2025,03/16/2025,THE CASUAL PINT OF MARYVI,Food & Drink,Sale,-10.15,
03/14/2025,03/14/2025,IL MAKIAGE MAKEUP&amp;SKIN,Shopping,Sale,-48.29,
03/13/2025,03/14/2025,HIBACHI FACTORY DTW,Food & Drink,Sale,-26.08,
03/13/2025,03/13/2025,LEARNDOBECOME.COM,Professional Services,Sale,-25.00,
03/13/2025,03/13/2025,FACTOR75,Groceries,Sale,-126.11,
03/12/2025,03/13/2025,FOOD LION #1362,Groceries,Sale,-90.68,
03/12/2025,03/13/2025,BP#1202000PLANTATION MAR,Gas,Sale,-83.26,
03/12/2025,03/13/2025,CHICKEN SALAD CHICK 10,Food & Drink,Sale,-35.35,
03/12/2025,03/13/2025,BP#1202000PLANTATION MAR,Gas,Sale,-10.49,
03/11/2025,03/13/2025,CHICK-FIL-A #02847,Food & Drink,Sale,-31.27,
03/10/2025,03/12/2025,SOCIETYFORHUMANRESOURCE,Professional Services,Sale,-299.00,
03/11/2025,03/12/2025,Amazon Digit*IA1QZ8183,Shopping,Sale,-13.14,
03/10/2025,03/11/2025,AMAZON MKTPL*GE4P20TQ3,Shopping,Sale,-31.58,
03/10/2025,03/11/2025,PAPA JOHN'S #0347,Food & Drink,Sale,-29.51,
03/09/2025,03/10/2025,Prime Video Channels,Shopping,Sale,-10.94,
03/08/2025,03/10/2025,UNITED      0164478601666,Travel,Sale,-356.00,
03/08/2025,03/10/2025,UNITED      0162466792188,Travel,Sale,-1858.11,
03/09/2025,03/10/2025,BEALLS,Shopping,Sale,-43.89,
03/08/2025,03/10/2025,UNITED      0164478598117,Travel,Sale,-327.00,
03/08/2025,03/10/2025,UNITED      0162466788173,Travel,Sale,-1858.61,
03/08/2025,03/10/2025,UNITED      0164478598116,Travel,Sale,-327.00,
03/08/2025,03/10/2025,UNITED      0162466788171,Travel,Sale,-1858.61,
03/08/2025,03/10/2025,UNITED      0164478598115,Travel,Sale,-259.00,
03/08/2025,03/10/2025,UNITED      0164478598114,Travel,Sale,-259.00,
03/09/2025,03/09/2025,Payment Thank You-Mobile,,Payment,15000.00,
03/06/2025,03/09/2025,CHEDDAR'S ZK 0202143,Food & Drink,Sale,-80.88,
03/07/2025,03/09/2025,PANDA EXPRESS 2908,Food & Drink,Sale,-15.00,
03/07/2025,03/09/2025,SQ *DARLIN DOGGIE DO'S,Professional Services,Sale,-228.00,
03/08/2025,03/09/2025,RAILBOOKERS USD,Travel,Sale,-13882.72,
03/06/2025,03/09/2025,FOOD CITY #644,Groceries,Sale,-105.77,
03/07/2025,03/07/2025,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-358.94,
03/06/2025,03/07/2025,BRUSTER'S #366,Food & Drink,Sale,-18.08,
03/06/2025,03/07/2025,Amazon.com*3W80U2H73,Shopping,Sale,-33.56,
03/06/2025,03/07/2025,SP ALOHA,Groceries,Sale,-98.97,
03/06/2025,03/07/2025,Amazon.com*JO27T6GI3,Shopping,Sale,-33.56,
03/06/2025,03/07/2025,FACTOR75,Groceries,Sale,-28.51,
03/06/2025,03/06/2025,FACTOR75,Groceries,Sale,-120.40,
03/04/2025,03/05/2025,I3B*BLOUNT TN CLERK,Bills & Utilities,Sale,-70.55,
03/03/2025,03/05/2025,BURGER KING #20483,Food & Drink,Sale,-8.66,
03/04/2025,03/05/2025,AMAZON MKTPL*HQ8YG1DE3,Shopping,Sale,-10.96,
03/04/2025,03/05/2025,AMAZON MKTPL*UE9HA1EM3,Shopping,Sale,-10.96,
03/03/2025,03/05/2025,BIG PEACH - MARYVILLE,Automotive,Sale,-15.00,
03/04/2025,03/05/2025,Rocky Top Waffles,Food & Drink,Sale,-35.50,
03/01/2025,03/04/2025,RAISING CANES 1177,Food & Drink,Sale,-28.73,
03/03/2025,03/04/2025,SEYMOUR NUTRITION LLC,Groceries,Sale,-10.87,
03/02/2025,03/04/2025,CADES COVE JEEP OUTPOS,Shopping,Sale,-21.95,
03/03/2025,03/04/2025,AMAZON MKTPL*VE5IV1I43,Shopping,Sale,-10.96,
02/28/2025,03/03/2025,The Abbey at the Heartlan,Food & Drink,Sale,-58.99,
03/01/2025,03/03/2025,Amazon Digit*DA1UJ7G33,Shopping,Sale,-8.75,
03/01/2025,03/03/2025,BURGER KING #9977,Food & Drink,Sale,-8.66,
03/02/2025,03/03/2025,Amazon.com*7F0M60WQ3,Shopping,Sale,-218.40,
03/01/2025,03/02/2025,ARAMARK UNIV OF TENN,Food & Drink,Sale,-24.00,
03/01/2025,03/02/2025,9611 Great Clips at Crabt,Personal,Sale,-13.99,
03/01/2025,03/02/2025,PETLABCO,Shopping,Sale,-64.88,
02/27/2025,02/28/2025,RANGE USA KNOXVILLE,Shopping,Sale,-32.78,
02/26/2025,02/27/2025,FOOD LION #1362,Groceries,Sale,-79.89,
02/25/2025,02/27/2025,MMS-UNIV OF TENNESSEE,Food & Drink,Sale,-7.83,
02/27/2025,02/27/2025,FACTOR75,Groceries,Sale,-75.67,
02/27/2025,02/27/2025,FACTOR75,Groceries,Sale,-114.71,
02/26/2025,02/27/2025,WASHINGTON-CLEANERS,Personal,Sale,-23.10,
02/26/2025,02/27/2025,WALMART.COM,Shopping,Sale,-68.75,
02/26/2025,02/27/2025,PY *Urbanex Pest Control,Home,Sale,-150.12,
02/27/2025,02/27/2025,DMA UNCORKED,Gifts & Donations,Sale,-450.00,
02/26/2025,02/26/2025,KEEPERSECURITY.COM,Shopping,Sale,-38.40,
02/25/2025,02/26/2025,EXXON EZ STOP #10,Gas,Sale,-42.72,
02/25/2025,02/26/2025,SEYMOUR NUTRITION LLC,Groceries,Sale,-11.36,
02/24/2025,02/25/2025,MCDONALD'S F21687,Food & Drink,Sale,-14.78,
02/25/2025,02/25/2025,AMAZON MKTPL*DH4BM7L83,Shopping,Sale,-80.10,
02/25/2025,02/25/2025,AMAZON MKTPL*VT3AY0J33,Shopping,Sale,-19.74,
02/24/2025,02/25/2025,GO OUTDOORS TENNESSEE LLC,Bills & Utilities,Sale,-32.52,
02/24/2025,02/25/2025,GO OUTDOORS TENNESSEE LLC,Bills & Utilities,Sale,-32.52,
02/22/2025,02/24/2025,TN SHINE COMPANY- WEARS V,Food & Drink,Sale,-15.56,
02/21/2025,02/24/2025,ISTORAGE 8333,Home,Sale,-280.00,
02/22/2025,02/24/2025,SHINE WINE #2,Food & Drink,Sale,-22.69,
02/23/2025,02/24/2025,TUMSHOPING,Shopping,Sale,-32.98,
02/23/2025,02/24/2025,Audible*IH02772Q3,Bills & Utilities,Sale,-16.37,
02/22/2025,02/24/2025,The Abbey at the Heartlan,Food & Drink,Sale,-78.52,
02/22/2025,02/24/2025,GO OUTDOORS TENNESSEE LLC,Bills & Utilities,Sale,-36.52,
02/22/2025,02/23/2025,SQ *CADES COVE CELLARS,Groceries,Sale,-31.84,
02/21/2025,02/23/2025,BP#1202000PLANTATION MAR,Gas,Sale,-94.03,
02/21/2025,02/23/2025,CHICK-FIL-A #02847,Food & Drink,Sale,-20.58,
02/22/2025,02/23/2025,SSP*Pickleville LLC,Entertainment,Sale,-42.80,
02/22/2025,02/23/2025,SQ *CADES COVE CELLARS,Groceries,Sale,-35.16,
02/21/2025,02/23/2025,SP FULLFOCUSPLANNER,Shopping,Sale,-564.39,
02/21/2025,02/23/2025,Prime Video *ZJ8Z71OB0,Shopping,Sale,-4.37,
02/21/2025,02/21/2025,YOUNG LIVING,Shopping,Sale,-44.71,
02/20/2025,02/20/2025,FACTOR75,Groceries,Sale,-114.71,
02/17/2025,02/19/2025,NASHVILLE HAMPTON INN,Travel,Sale,-65.53,
02/17/2025,02/19/2025,HOBBY LOBBY #282,Shopping,Sale,-117.74,
02/18/2025,02/19/2025,FOOD LION #1467,Groceries,Sale,-113.53,
02/19/2025,02/19/2025,SP MAKEUP ERASER,Shopping,Sale,-27.80,
02/17/2025,02/18/2025,AMAZON MKTPL*0O8QI9CG3,Shopping,Sale,-32.31,
02/16/2025,02/18/2025,NASHVILLE HAMPTON INN,Travel,Sale,-535.18,
02/17/2025,02/18/2025,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-21.95,
02/16/2025,02/18/2025,RAISING CANES 0822,Food & Drink,Sale,-29.61,
02/16/2025,02/18/2025,DNCSS NASH ARENA CON,Food & Drink,Sale,-22.24,
02/16/2025,02/17/2025,SQ *CROWDER / COMPANY X ,Entertainment,Sale,-74.90,
02/16/2025,02/17/2025,LAZ PARKING M32180-FLOWB,Travel,Sale,-7.08,
02/15/2025,02/17/2025,KID ROCKS HONKY TONK &amp; ST,Food & Drink,Sale,-303.66,
02/16/2025,02/17/2025,PetSmart,Shopping,Sale,-75.06,
02/15/2025,02/16/2025,Payment Thank You-Mobile,,Payment,2000.00,
02/14/2025,02/16/2025,BOOT FACTORY OUTLET,Shopping,Sale,-471.90,
02/14/2025,02/16/2025,GROW,Personal,Sale,-171.00,
02/15/2025,02/16/2025,Prime Video Channels,Shopping,Sale,-14.22,
02/15/2025,02/16/2025,WEIGELS #85 Q88,Gas,Sale,-96.94,
02/13/2025,02/16/2025,ROOSTERS BAR AND GRILL,Food & Drink,Sale,-73.91,
