Transaction Date,Post Date,Description,Category,Type,Amount,Memo
04/14/2024,04/15/2024,ELDERS ACE HDWR TOWNSEND,Home,Sale,-18.65,
04/15/2024,04/15/2024,Prime Video Channels,Shopping,Sale,-11.49,
04/13/2024,04/15/2024,FIVE GUYS TN 0279 QSR,Food & Drink,Sale,-35.93,
04/14/2024,04/15/2024,FOOD LION #1467,Groceries,Sale,-20.03,
04/11/2024,04/14/2024,FIELDHOUSE SPECIAL,Food & Drink,Sale,-58.89,
04/13/2024,04/14/2024,BP#1202000PLANTATION MAR,Gas,Sale,-107.04,
04/14/2024,04/14/2024,AMAZON PRIME*JC6EK8WB3,Shopping,Sale,-6.56,
04/12/2024,04/14/2024,WEIGELS #53 Q88,Gas,Sale,-58.02,
04/12/2024,04/14/2024,OSAKA JAPANESE GRILL,Food & Drink,Sale,-29.45,
04/11/2024,04/12/2024,EL JIMADOR MEXICAN GRILL,Food & Drink,Sale,-55.19,
04/11/2024,04/12/2024,MCDONALD'S F21687,Food & Drink,Sale,-10.73,
04/10/2024,04/11/2024,FOOD LION #1362,Groceries,Sale,-60.20,
04/10/2024,04/11/2024,Rocky Top Waffles,Food & Drink,Sale,-29.50,
04/10/2024,04/11/2024,WEIGELS #85 Q88,Gas,Sale,-42.00,
04/10/2024,04/11/2024,DOLLAR GENERAL #24472,Shopping,Sale,-9.86,
04/08/2024,04/10/2024,MOE'S SOUTHWEST GRILL,Food & Drink,Sale,-30.24,
04/09/2024,04/10/2024,Amazon.com*UB81U3CX3,Shopping,Sale,-60.36,
04/08/2024,04/09/2024,HIBACHI FACTORY CA,Food & Drink,Sale,-27.13,
04/08/2024,04/09/2024,AMAZON PRIME*M351U6TS3,Shopping,Sale,-6.56,
04/08/2024,04/09/2024,DOLLAR GENERAL #13895,Shopping,Sale,-22.89,
04/08/2024,04/09/2024,EL JIMADOR MEXICAN GRILL,Food & Drink,Sale,-35.07,
04/08/2024,04/09/2024,SQ *CINNAHOLIC TN,Food & Drink,Sale,-13.10,
04/07/2024,04/08/2024,FOOD LION #1362,Groceries,Sale,-104.04,
04/06/2024,04/08/2024,BUC-EE'S #45,Groceries,Sale,-30.65,
04/05/2024,04/08/2024,BLUETICK TAVERN,Food & Drink,Sale,-338.43,
04/05/2024,04/08/2024,BLUETICK TAVERN,Food & Drink,Sale,-25.95,
04/07/2024,04/08/2024,PAPA JOHN'S #0347,Food & Drink,Sale,-38.99,
04/07/2024,04/07/2024,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-614.67,
04/06/2024,04/07/2024,MCDONALD'S F25187,Food & Drink,Sale,-15.41,
04/07/2024,04/07/2024,STARBUCKS 800-782-7282,Food & Drink,Sale,-10.00,
04/05/2024,04/07/2024,ROADTRIPPERS,Shopping,Sale,-35.99,
04/07/2024,04/07/2024,STARBUCKS 800-782-7282,Food & Drink,Sale,-10.00,
04/05/2024,04/07/2024,CHICK-FIL-A #02847,Food & Drink,Sale,-18.07,
04/06/2024,04/07/2024,Subway 28863,Food & Drink,Sale,-173.57,
04/05/2024,04/07/2024,USPS PO 4700840702,Shopping,Sale,-12.54,
04/05/2024,04/07/2024,PANDA EXPRESS 2908,Food & Drink,Sale,-9.68,
04/05/2024,04/07/2024,I3B*BLOUNT TN CLERK,Bills & Utilities,Sale,-26.59,
04/04/2024,04/05/2024,RED ROBIN NO 711,Food & Drink,Sale,-109.26,
04/04/2024,04/05/2024,IL MAKIAGE MAKEUP&amp;SKIN,Shopping,Sale,-39.51,
04/04/2024,04/05/2024,SPEEDWAY 07147 ATHENS TN,Gas,Sale,-10.07,
04/04/2024,04/04/2024,AUTOMATIC PAYMENT - THANK,,Payment,779.00,
04/03/2024,04/04/2024,BP#1202000PLANTATION MAR,Gas,Sale,-80.06,
04/03/2024,04/04/2024,SWEET FROG 300389,Food & Drink,Sale,-18.96,
04/03/2024,04/04/2024,TN MICRO ENDODONTICS,Health & Wellness,Sale,-808.00,
04/02/2024,04/04/2024,AUBREYS MARYVILLE,Food & Drink,Sale,-49.00,
04/02/2024,04/03/2024,NOODLES &amp; CO 9021,Food & Drink,Sale,-45.98,
03/31/2024,04/02/2024,VolunteerStorageMary2,Home,Sale,-124.00,
04/01/2024,04/02/2024,AMZN Mktp US*RA4GC8QS1,Shopping,Sale,-43.89,
03/27/2024,04/01/2024,HOMEDEPOT.COM,Home,Sale,-54.85,
03/26/2024,03/27/2024,QVC*699112083901*,Shopping,Sale,-106.98,
03/25/2024,03/27/2024,KAY MART CITGO,Gas,Sale,-34.01,
03/25/2024,03/26/2024,CAPTAIN D'S 3202,Food & Drink,Sale,-37.59,
03/24/2024,03/25/2024,RYZE  INC,Groceries,Sale,-38.43,
03/24/2024,03/25/2024,Amazon.com*RA1G965F0,Shopping,Sale,-99.01,
03/24/2024,03/25/2024,FOOD LION #1362,Groceries,Sale,-73.47,
03/23/2024,03/24/2024,Audible*RH6CO8311,Bills & Utilities,Sale,-16.37,
03/21/2024,03/24/2024,TST* CHAPULINE STREETACOS,Food & Drink,Sale,-9.11,
03/22/2024,03/24/2024,BLAZE PIZZA #1296,Food & Drink,Sale,-26.38,
03/23/2024,03/24/2024,FOOD LION #1362,Groceries,Sale,-71.03,
03/22/2024,03/24/2024,FOOD LION #1362,Groceries,Sale,-11.92,
03/23/2024,03/24/2024,SP ECHO WATER,Home,Sale,-276.81,
03/21/2024,03/24/2024,ISTORAGE 8333,Home,Sale,-262.00,
03/21/2024,03/22/2024,FOOD LION #1362,Groceries,Sale,-92.70,
03/21/2024,03/22/2024,WEIGELS #85 Q88,Gas,Sale,-36.00,
03/20/2024,03/22/2024,CHICK-FIL-A #02847,Food & Drink,Sale,-23.74,
03/21/2024,03/22/2024,TST* RIVERSTONE FAMILY RE,Food & Drink,Sale,-50.56,
03/19/2024,03/21/2024,Rocky Top Waffles,Food & Drink,Sale,-35.00,
03/19/2024,03/21/2024,CHICK-FIL-A #02847,Food & Drink,Sale,-21.90,
03/19/2024,03/20/2024,BP#1202000PLANTATION MAR,Gas,Sale,-93.27,
03/18/2024,03/20/2024,CHEDDAR'S ZK 0202143,Food & Drink,Sale,-78.00,
03/18/2024,03/19/2024,I3B*BLOUNT TN CLERK,Bills & Utilities,Sale,-70.55,
03/18/2024,03/19/2024,Amazon.com*RH8PP6N02,Shopping,Sale,-162.36,
03/17/2024,03/18/2024,CHATGPT SUBSCRIPTION,Shopping,Sale,-21.95,
03/16/2024,03/17/2024,EL CANTARITO 2,Food & Drink,Sale,-58.50,
03/16/2024,03/17/2024,OSAKA JAPANESE GRILL,Food & Drink,Sale,-27.85,
03/15/2024,03/17/2024,CHICK-FIL-A #02847,Food & Drink,Sale,-26.13,
03/17/2024,03/17/2024,NOURISHINGMINIMALISM,Professional Services,Sale,-3.50,
03/16/2024,03/17/2024,SQ *THE SPOT NUTRITION,Food & Drink,Sale,-32.74,
03/15/2024,03/17/2024,KROGER 628,Groceries,Sale,-86.63,
03/15/2024,03/17/2024,BLAZE PIZZA #1296,Food & Drink,Sale,-29.33,
03/16/2024,03/17/2024,MCDONALD'S F21687,Food & Drink,Sale,-18.91,
03/16/2024,03/17/2024,WALMART.COM,Shopping,Sale,-229.21,
03/17/2024,03/17/2024,NOURISHINGMINIMALISM,Professional Services,Sale,-10.00,
03/17/2024,03/17/2024,NOURISHINGMINIMALISM,Professional Services,Sale,-3.00,
03/14/2024,03/17/2024,FIELDHOUSE SPECIAL,Food & Drink,Sale,-39.87,
03/13/2024,03/15/2024,TST* CHAPULINE STREETACOS,Food & Drink,Sale,-14.04,
03/13/2024,03/15/2024,FIELDHOUSE SPECIAL,Food & Drink,Sale,-76.00,
03/15/2024,03/15/2024,Prime Video Channels,Shopping,Sale,-13.13,
03/14/2024,03/15/2024,CORNER 16 #118,Food & Drink,Sale,-73.18,
03/14/2024,03/14/2024,AMAZON PRIME*RH6WC2C30,Shopping,Sale,-6.56,
03/12/2024,03/13/2024,PETROS CHILI &amp; CHIPS -FG,Food & Drink,Sale,-23.23,
03/12/2024,03/12/2024,Amazon.com*R62PL7LQ2,Shopping,Sale,-6.37,
03/09/2024,03/11/2024,TOP GOLF KNOXVILLE 92-2,Entertainment,Sale,-193.29,
03/09/2024,03/11/2024,PURE NAIL BAR,Personal,Sale,-199.20,
03/09/2024,03/11/2024,HIBACHI GRILL &amp; SUPREME.,Food & Drink,Sale,-42.57,
03/10/2024,03/11/2024,BP#1202000PLANTATION MAR,Gas,Sale,-26.69,
03/10/2024,03/11/2024,BP#1202000PLANTATION MAR,Gas,Sale,-7.12,
03/10/2024,03/11/2024,FOOD LION #1362,Groceries,Sale,-143.00,
03/10/2024,03/11/2024,STARBUCKS 800-782-7282,Food & Drink,Sale,-10.00,
03/08/2024,03/10/2024,BP#1202000PLANTATION MAR,Gas,Sale,-45.41,
03/09/2024,03/10/2024,BP#1202000PLANTATION MAR,Gas,Sale,-52.06,
03/09/2024,03/10/2024,EL JIMADOR MEXICAN GRILL,Food & Drink,Sale,-84.83,
03/08/2024,03/10/2024,AMAZON PRIME*R64YA9AS0,Shopping,Sale,-6.56,
03/08/2024,03/10/2024,Rocky Top Waffles,Food & Drink,Sale,-32.25,
03/09/2024,03/10/2024,CIRCLE K # 03715,Gas,Sale,-27.03,
03/08/2024,03/10/2024,KROGER 628,Groceries,Sale,-15.74,
03/09/2024,03/10/2024,FRG*TEAMFANSHOP,Shopping,Sale,-63.62,
03/08/2024,03/10/2024,AMZN Mktp US*RN8LV9FL1,Shopping,Sale,-61.45,
03/07/2024,03/08/2024,SP ETERNAL LIGHT,Shopping,Sale,-25.80,
03/07/2024,03/08/2024,HIBACHI FACTORY CA,Food & Drink,Sale,-27.13,
03/07/2024,03/07/2024,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-470.05,
03/06/2024,03/07/2024,KROGER 862,Groceries,Sale,-161.26,
03/06/2024,03/07/2024,MCDONALD'S F21687,Food & Drink,Sale,-10.73,
03/04/2024,03/06/2024,CHICK-FIL-A #02847,Food & Drink,Sale,-26.13,
03/05/2024,03/06/2024,KROGER 862,Groceries,Sale,-152.72,
03/03/2024,03/05/2024,SPA CARE CENTER,Home,Sale,-406.25,
03/04/2024,03/05/2024,OSAKA JAPANESE GRILL,Food & Drink,Sale,-27.36,
03/04/2024,03/05/2024,AMZN Mktp US*RN5BU16V0,Shopping,Sale,-17.55,
03/04/2024,03/05/2024,TST* SILVIAS MEXICAN RES,Food & Drink,Sale,-32.13,
03/04/2024,03/05/2024,SONIC #3771,Food & Drink,Sale,-7.00,
03/03/2024,03/05/2024,THE HOME DEPOT #0724,Home,Sale,-239.87,
03/04/2024,03/05/2024,MAPLE CREE* (1 OF 2 PA,Professional Services,Sale,-2000.00,
03/04/2024,03/05/2024,AMZN Mktp US*RN9XP68F0,Shopping,Sale,-13.16,
03/03/2024,03/04/2024,GESHSTORE,Shopping,Sale,-46.21,
03/02/2024,03/04/2024,BUC-EE'S #45,Groceries,Sale,-36.75,
03/03/2024,03/04/2024,SP TIL VALHALLA PROJ,Shopping,Sale,-73.22,
03/03/2024,03/04/2024,PetSmart,Shopping,Sale,-75.05,
03/04/2024,03/04/2024,AMZN Mktp US*RZ7ZJ2XH1,Shopping,Sale,-21.89,
03/02/2024,03/04/2024,BUC-EE'S #45,Gas,Sale,-72.04,
03/02/2024,03/04/2024,BUC-EE'S #45,Groceries,Sale,-26.82,
03/03/2024,03/04/2024,AMZN Mktp US*RZ6IV1KD2,Shopping,Sale,-110.73,
03/01/2024,03/03/2024,BULLFEATHERS,Food & Drink,Sale,-301.03,
03/01/2024,03/03/2024,Rocky Top Waffles,Food & Drink,Sale,-23.50,
03/02/2024,03/03/2024,CIRCLE K # 20250,Gas,Sale,-30.54,
02/29/2024,03/03/2024,TST* CHAPULINE STREETACOS,Food & Drink,Sale,-17.47,
03/02/2024,03/03/2024,WALMART.COM,Shopping,Sale,-106.41,
02/29/2024,03/03/2024,VolunteerStorageMary2,Home,Sale,-150.00,
03/01/2024,03/03/2024,FOOD LION #1362,Groceries,Sale,-50.00,
02/29/2024,03/01/2024,SP FAITH AND GRACE -,Shopping,Sale,-84.90,
02/29/2024,03/01/2024,CAPTAIN D'S 3202,Food & Drink,Sale,-29.05,
02/28/2024,03/01/2024,AUBREYS MARYVILLE,Food & Drink,Sale,-47.90,
02/29/2024,02/29/2024,SP ETERNAL LIGHT,Shopping,Sale,-25.80,
02/28/2024,02/29/2024,AMZN Mktp US*RZ7GW5ZM2,Shopping,Sale,-21.49,
02/29/2024,02/29/2024,SP FORTY FORTY,Entertainment,Sale,-53.79,
02/27/2024,02/28/2024,GoOutdoorsTennessee.com,Bills & Utilities,Sale,-36.52,
02/27/2024,02/28/2024,BLOUNT COUNTY FIRE PROTEC,Bills & Utilities,Sale,-195.70,
02/28/2024,02/28/2024,KEEPERSECURITY.COM,Shopping,Sale,-38.40,
02/27/2024,02/28/2024,AMZN Mktp US*RZ1ED7C62,Shopping,Sale,-19.74,
02/27/2024,02/28/2024,EL CANTARITO 2,Food & Drink,Sale,-152.32,
02/26/2024,02/27/2024,SP SELKIRK SPORT,Shopping,Sale,-274.38,
02/26/2024,02/27/2024,AMZN Mktp US*RZ2PI9B40,Shopping,Sale,-110.97,
02/26/2024,02/27/2024,AMZN Mktp US*RZ6KN3HS0,Shopping,Sale,-13.16,
02/25/2024,02/27/2024,FIVE GUYS TN 0279 ECOMM,Food & Drink,Sale,-38.62,
02/25/2024,02/26/2024,TIKTOK SHOP,Shopping,Sale,-22.78,
02/26/2024,02/26/2024,AMZN Mktp US*RZ1VZ1MC0,Shopping,Sale,-10.96,
02/24/2024,02/26/2024,BLAZE PIZZA #1296,Food & Drink,Sale,-38.11,
02/26/2024,02/26/2024,RYZE  INC,Groceries,Sale,-77.33,
02/25/2024,02/26/2024,AMZN Mktp US*RZ5KL2P90,Shopping,Sale,-156.92,
02/25/2024,02/26/2024,FOOD LION #1362,Groceries,Sale,-193.08,
02/25/2024,02/26/2024,WALGREENS #10612,Health & Wellness,Sale,-103.00,
02/25/2024,02/26/2024,TIKTOK SHOP,Shopping,Sale,-30.72,
02/23/2024,02/25/2024,Audible*RW3XB6X32,Bills & Utilities,Sale,-16.37,
02/23/2024,02/25/2024,BP#1091600IAN'S MARKET #,Gas,Sale,-28.29,
02/23/2024,02/25/2024,FOOD LION #1362,Groceries,Sale,-79.97,
02/23/2024,02/25/2024,THE ABBEY,Food & Drink,Sale,-31.50,
02/23/2024,02/25/2024,Subway 46546,Food & Drink,Sale,-12.03,
02/23/2024,02/25/2024,THE ABBEY,Food & Drink,Sale,-40.07,
02/23/2024,02/25/2024,GOODSTOP #4221,Gas,Sale,-51.83,
02/23/2024,02/25/2024,WASHINGTON CLEANERS,Personal,Sale,-14.10,
02/23/2024,02/25/2024,CHICK-FIL-A #02847,Food & Drink,Sale,-46.81,
02/23/2024,02/25/2024,SQ *THE SPOT NUTRITION,Food & Drink,Sale,-20.15,
02/22/2024,02/23/2024,WINSTON EYE &amp; VISION CENT,Health & Wellness,Sale,-200.00,
02/21/2024,02/23/2024,CHICK-FIL-A #02847,Food & Drink,Sale,-25.77,
02/22/2024,02/23/2024,ISTORAGE 8333,Home,Sale,-262.00,
02/22/2024,02/23/2024,HIBACHI FACTORY CA,Food & Drink,Sale,-94.74,
02/21/2024,02/23/2024,HOBBY LOBBY #282,Shopping,Sale,-17.42,
02/21/2024,02/22/2024,Amazon.com,Shopping,Return,6.58,
02/21/2024,02/22/2024,ASIAN BUFFET GRILL&amp;SUSHI,Food & Drink,Sale,-51.06,
02/21/2024,02/22/2024,Rocky Top Waffles,Food & Drink,Sale,-42.75,
02/20/2024,02/21/2024,EARTHBREEZE.COM,Personal,Sale,-13.17,
02/20/2024,02/21/2024,CHIPOTLE 2107,Food & Drink,Sale,-61.89,
02/20/2024,02/21/2024,THE PICKLEBALL PLAYGROUN,Entertainment,Sale,-18.00,
02/20/2024,02/21/2024,THE PICKLEBALL PLAYGROUN,Entertainment,Sale,-18.00,
02/20/2024,02/21/2024,AMZN Mktp US*RW3761660,Shopping,Sale,-42.78,
02/19/2024,02/20/2024,HIBACHI FACTORY CA,Food & Drink,Sale,-41.98,
02/18/2024,02/20/2024,THE HOME DEPOT 724,Home,Sale,-49.65,
02/18/2024,02/20/2024,ZAXBY'S #15001,Food & Drink,Sale,-25.00,
02/19/2024,02/20/2024,Amazon.com*RI4BP2PJ1,Shopping,Sale,-29.62,
02/18/2024,02/19/2024,WEIGELS #56 Q88,Gas,Sale,-32.00,
02/18/2024,02/19/2024,EL JIMADOR MEXICAN GRILL,Food & Drink,Sale,-58.31,
02/18/2024,02/19/2024,AMZN Mktp US*RI2NP0TR1,Shopping,Sale,-18.11,
02/18/2024,02/19/2024,FOOD LION #1362,Groceries,Sale,-32.28,
02/18/2024,02/19/2024,BP#1202000PLANTATION MAR,Gas,Sale,-93.47,
02/18/2024,02/19/2024,BP#1202000PLANTATION MAR,Gas,Sale,-39.56,
02/18/2024,02/19/2024,PAR*SALSARITA'S FRESH MEX,Food & Drink,Sale,-46.05,
02/16/2024,02/18/2024,Store,Food & Drink,Sale,-11.09,
02/17/2024,02/18/2024,CHATGPT SUBSCRIPTION,Shopping,Sale,-21.95,
02/15/2024,02/18/2024,MMS-UNIV OF TENNESSEE,Food & Drink,Sale,-21.96,
02/16/2024,02/18/2024,THE PICKLEBALL PLAYGROUN,Entertainment,Sale,-18.00,
02/15/2024,02/18/2024,CRACKER BARREL #494 ALCOA,Food & Drink,Sale,-17.11,
02/16/2024,02/18/2024,WALGREENS #15906,Health & Wellness,Sale,-22.94,
02/16/2024,02/18/2024,THE PICKLEBALL PLAYGROUN,Entertainment,Sale,-60.00,
02/16/2024,02/16/2024,Payment Thank You-Mobile,,Payment,10000.00,
02/15/2024,02/16/2024,BP#1202000PLANTATION MAR,Gas,Sale,-7.66,
02/14/2024,02/15/2024,HIBACHI FACTORY CA,Food & Drink,Sale,-66.52,
02/14/2024,02/15/2024,WALGREENS #10612,Health & Wellness,Sale,-22.43,
02/15/2024,02/15/2024,Prime Video Channels,Shopping,Sale,-13.13,
02/13/2024,02/15/2024,CHICK-FIL-A #02847,Food & Drink,Sale,-36.75,
02/13/2024,02/14/2024,SQ *DARLIN DOGGIE DO'S,Professional Services,Sale,-228.00,
02/13/2024,02/14/2024,BAGGALLINI  INC,Shopping,Sale,-27.43,
02/13/2024,02/14/2024,AMZN Mktp US*RB7VI7Q81,Shopping,Sale,-55.54,
02/13/2024,02/14/2024,TST* DON GALLO - HARDIN V,Food & Drink,Sale,-185.58,
02/13/2024,02/14/2024,Amazon Digit*RI2J01NG2,Shopping,Sale,-6.56,
02/12/2024,02/13/2024,KROGER 628,Groceries,Sale,-55.48,
02/06/2024,02/13/2024,VSG*Headway Product,Entertainment,Sale,-14.99,
02/12/2024,02/13/2024,CHORDBUDDY,Education,Sale,-45.41,
02/11/2024,02/13/2024,FOOD CITY #644,Groceries,Sale,-137.45,
02/12/2024,02/13/2024,SP FAITH AND GRACE -,Shopping,Sale,-43.90,
02/11/2024,02/12/2024,WWW COSTCO COM,Shopping,Sale,-153.61,
02/11/2024,02/12/2024,BP#1202000PLANTATION MAR,Gas,Sale,-33.43,
02/10/2024,02/11/2024,Amazon Prime*RB7QC5AT1,Bills & Utilities,Sale,-152.21,
02/09/2024,02/11/2024,FIVE GUYS TN 0279 QSR,Food & Drink,Sale,-32.81,
02/10/2024,02/11/2024,OSAKA JAPANESE GRILL,Food & Drink,Sale,-27.36,
02/10/2024,02/11/2024,SP OATS OVERNIGHT,Groceries,Sale,-59.78,
02/10/2024,02/11/2024,THE PICKLEBALL PLAYGROUN,Entertainment,Sale,-30.00,
02/10/2024,02/11/2024,WWW COSTCO COM,Shopping,Sale,-120.00,
02/09/2024,02/11/2024,Rocky Top Waffles,Food & Drink,Sale,-42.15,
02/09/2024,02/11/2024,PetSmart,Shopping,Sale,-40.03,
02/09/2024,02/11/2024,EL JIMADOR MEXICAN GRILL,Food & Drink,Sale,-69.68,
02/08/2024,02/09/2024,WEIGELS #85 Q88,Gas,Sale,-32.00,
02/08/2024,02/09/2024,Amazon Digit*RB1FZ8U20,Shopping,Sale,-6.56,
02/08/2024,02/09/2024,SP BABYLIST,Shopping,Sale,-151.84,
02/07/2024,02/09/2024,TST* CHAPULINE STREETACOS,Food & Drink,Sale,-15.18,
02/08/2024,02/09/2024,Rocky Top Waffles,Food & Drink,Sale,-14.20,
02/08/2024,02/08/2024,PetSmart,Shopping,Sale,-75.05,
02/07/2024,02/07/2024,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-507.94,
02/06/2024,02/07/2024,WALMART.COM,Shopping,Sale,-11.22,
02/06/2024,02/07/2024,4TE*CITY OF ALCOA TN,Bills & Utilities,Sale,-14.50,
02/06/2024,02/07/2024,WALMART.COM,Shopping,Sale,-105.16,
02/05/2024,02/06/2024,AUTOZONE #0212,Automotive,Sale,-19.72,
02/05/2024,02/06/2024,WALGREENS #15906,Health & Wellness,Sale,-49.99,
02/04/2024,02/06/2024,IHOP #3154,Food & Drink,Sale,-40.50,
02/05/2024,02/06/2024,FOOD LION #1362,Groceries,Sale,-33.09,
02/03/2024,02/05/2024,BURGER KING #29678,Food & Drink,Sale,-1.74,
02/04/2024,02/05/2024,BP#1202000PLANTATION MAR,Gas,Sale,-92.63,
02/03/2024,02/04/2024,EL JIMADOR MEXICAN GRILL,Food & Drink,Sale,-55.83,
02/03/2024,02/04/2024,KROGER 628,Groceries,Sale,-14.88,
02/03/2024,02/04/2024,GLF*LAMBERTACRES,Entertainment,Sale,-50.00,
01/31/2024,02/04/2024,VolunteerStorageMary2,Home,Sale,-150.00,
02/01/2024,02/04/2024,FOOD CITY #647,Groceries,Sale,-29.43,
02/01/2024,02/04/2024,FOOD CITY #647,Groceries,Sale,-69.57,
02/03/2024,02/04/2024,FOOD LION #1362,Groceries,Sale,-98.86,
02/01/2024,02/04/2024,CHICK-FIL-A #01235,Food & Drink,Sale,-12.72,
02/01/2024,02/04/2024,FOOD CITY #647,Groceries,Return,69.57,
02/02/2024,02/04/2024,Rocky Top Waffles,Food & Drink,Sale,-36.25,
02/02/2024,02/04/2024,BP#1202000PLANTATION MAR,Gas,Sale,-47.58,
02/01/2024,02/02/2024,CVS/PHARMACY #06359,Health & Wellness,Sale,-10.16,
02/01/2024,02/02/2024,APPLEBEES 8787,Food & Drink,Sale,-19.39,
02/01/2024,02/02/2024,HERITAGE NUTRITION,Shopping,Sale,-11.78,
01/31/2024,02/02/2024,LOOPE POOL AND SPA  LLC,Home,Sale,-140.00,
02/01/2024,02/02/2024,WEIGELS #92 Q88,Gas,Sale,-30.00,
01/30/2024,02/01/2024,SUNSPOT,Food & Drink,Sale,-58.89,
01/31/2024,02/01/2024,ZAXBY'S #45801,Food & Drink,Sale,-14.13,
01/31/2024,02/01/2024,L2G*TN DEPT SAFETY � 866-,Bills & Utilities,Sale,-54.00,
01/31/2024,02/01/2024,CVS/PHARMACY #06359,Health & Wellness,Sale,-10.74,
01/31/2024,02/01/2024,SP TIL VALHALLA PROJ,Shopping,Sale,-67.83,
01/29/2024,01/30/2024,KROGER 628,Groceries,Sale,-26.51,
01/28/2024,01/30/2024,ZAXBY'S #15001,Food & Drink,Sale,-22.25,
01/29/2024,01/30/2024,WALGREENS #10612,Health & Wellness,Sale,-19.26,
01/27/2024,01/30/2024,BILL JONES MUSIC,Shopping,Sale,-46.86,
01/28/2024,01/29/2024,SHOE CARNIVAL #0356,Shopping,Sale,-88.00,
01/27/2024,01/29/2024,HERITAGE NUTRITION,Shopping,Sale,-9.42,
01/27/2024,01/29/2024,PURE NAIL BAR,Personal,Sale,-51.25,
01/28/2024,01/29/2024,AMC 4464 FT HILLS 12,Entertainment,Sale,-24.44,
01/26/2024,01/28/2024,EXXON ROCKY TOP MARKETS #,Gas,Sale,-41.00,
01/28/2024,01/28/2024,SP BUTCHERBOX,Groceries,Sale,-180.41,
01/27/2024,01/28/2024,FAMILY BOWL STRIKE &amp; SPAR,Food & Drink,Sale,-50.29,
01/26/2024,01/28/2024,WAFFLE HOUSE 0894,Food & Drink,Sale,-30.00,
01/27/2024,01/28/2024,FOOD LION #1362,Groceries,Sale,-165.72,
01/24/2024,01/26/2024,ZAXBY'S #45801,Food & Drink,Sale,-11.18,
01/24/2024,01/26/2024,CRACKER BARREL #494 ALCOA,Food & Drink,Sale,-19.46,
01/25/2024,01/26/2024,WAL-MART #676,Groceries,Sale,-25.71,
01/24/2024,01/25/2024,KROGER 862,Groceries,Sale,-41.08,
01/24/2024,01/25/2024,THE PICKLEBALL PLAYGROUN,Entertainment,Sale,-20.00,
01/24/2024,01/25/2024,THE PICKLEBALL PLAYGROUN,Entertainment,Sale,-20.00,
01/24/2024,01/25/2024,AMZN Mktp US*R08XZ6422,Shopping,Sale,-29.62,
01/24/2024,01/25/2024,AMZN Mktp US*R83OO9IE1,Shopping,Sale,-87.79,
01/23/2024,01/24/2024,Audible*R07TN8ME0,Bills & Utilities,Sale,-16.37,
01/24/2024,01/24/2024,WASTE CONNECTIONS,Bills & Utilities,Sale,-126.21,
01/23/2024,01/24/2024,KROGER 628,Groceries,Sale,-35.53,
01/22/2024,01/23/2024,WWP*ARROW EXTERMINATORS I,Home,Sale,-299.00,
01/22/2024,01/23/2024,WAFFLE HOUSE 0102,Food & Drink,Sale,-34.75,
01/22/2024,01/23/2024,WALGREENS #3388,Health & Wellness,Sale,-41.54,
01/21/2024,01/23/2024,ISTORAGE 8333,Home,Sale,-262.00,
01/21/2024,01/22/2024,EL JIMADOR MEXICAN GRILL,Food & Drink,Sale,-71.24,
01/21/2024,01/22/2024,SP EDENS GARDEN,Shopping,Sale,-27.95,
01/21/2024,01/22/2024,WEIGELS #85 Q88,Gas,Sale,-29.00,
01/20/2024,01/22/2024,BROWNS CREEK WINE AND SPI,Food & Drink,Sale,-35.52,
01/19/2024,01/21/2024,TM *LIONEL RICHIE AND,Entertainment,Sale,-593.78,
01/21/2024,01/21/2024,Amazon.com*R07EP03V0,Shopping,Sale,-31.82,
01/19/2024,01/21/2024,SONIC #3771,Food & Drink,Sale,-16.04,
01/19/2024,01/21/2024,FOOD LION #1467,Groceries,Sale,-38.07,
01/18/2024,01/19/2024,WAL-MART #672,Groceries,Sale,-261.16,
01/18/2024,01/19/2024,ALLIANZ EVENT INS,Bills & Utilities,Sale,-58.00,
01/17/2024,01/18/2024,CHATGPT SUBSCRIPTION,Shopping,Sale,-21.95,
01/15/2024,01/17/2024,AUTOZONE 6951,Automotive,Sale,-44.99,
01/15/2024,01/16/2024,AMZN Mktp US*RT21Y2SO2,Shopping,Sale,-26.34,
01/15/2024,01/15/2024,Prime Video Channels,Shopping,Sale,-13.13,
01/14/2024,01/15/2024,TIKTOK SHOP,Shopping,Sale,-20.07,
01/13/2024,01/15/2024,DOLLAR GENERAL #17460,Shopping,Sale,-22.02,
01/15/2024,01/15/2024,ANCIENT NUTRITION,Groceries,Sale,-27.94,
01/13/2024,01/15/2024,HERITAGE NUTRITION,Shopping,Sale,-30.11,
01/14/2024,01/15/2024,FOOD LION #1362,Groceries,Sale,-196.64,
01/12/2024,01/14/2024,SP INKANDVOLT,Personal,Sale,-29.95,
01/12/2024,01/14/2024,WAL-MART #672,Groceries,Sale,-106.03,
01/13/2024,01/14/2024,FOOD LION #1467,Groceries,Sale,-52.02,
01/13/2024,01/14/2024,Amazon Digit*R81KD0ZU0,Shopping,Sale,-6.56,
01/12/2024,01/14/2024,UT MEDICAL CENTER GIFT SH,Shopping,Sale,-5.46,
01/12/2024,01/14/2024,HIBACHI FACTORY CA,Food & Drink,Sale,-81.12,
01/13/2024,01/14/2024,PY *Urbanex Pest Control,Home,Sale,-139.00,
